Version,type,order,code,key,category,question,guidance,no-guidance,yes-guidance,offering,service-name,analyst-reason,analyst-followup,compliant-answer,qualitative,highrisk,weight,cis,hippa,iso27002,nistcsf,800-171,800-53,trusted-ci,pci-321
3.02,-FULL-,154,DRPL-08,3.02-FULL-DRPL-08,Disaster Recovery Plan,Is there a documented communication plan in your DRP for impacted clients?, ,Describe your plans to implement a documented communication plan in your DRP.,Summarize your documented communication plan in your DRP.,,,"Notification expectations should be set early in the contract/assessment process. Timelines, correspondence medium, and playbook details are all aspects to keep in mind when assessing this response.","If the vendor's response does not cover the details outlined in the reasoning, follow-up and get specific responses for each, as needed.",Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,155,DRPL-09,3.02-FULL-DRPL-09,Disaster Recovery Plan,"Describe or provide a reference to how your disaster recovery plan is tested? (i.e. scope of DR tests, end-to-end testing, etc.)",Ensure that all elements of DRPL-09 are clearly stated in your response.,0,0,,,"Testing a DRP is an important action that improves the efficiency and accuracy of a vendor's recovery plans. Vague responses to this question should be met with concern and appropriate follow-up, based on your institutions risk tolerance. ","If the vendor does not have a DRP, point them to https://www.sans.org/reading-room/whitepapers/recovery/disaster-recovery-plan-1164",Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,156,DRPL-10,3.02-FULL-DRPL-10,Disaster Recovery Plan,Has the Disaster Recovery Plan been tested in the last year?, ,State the date of your next planned DRP test.,Please provide a summary of the results in Additional Information (including actual recovery time).,,,"Testing a DRP is an important action that improves the efficiency and accuracy of a vendor's recovery plans. Vague responses to this question should be met with concern and appropriate follow-up, based on your institutions risk tolerance.","If the vendor does not have a DRP, point them to https://www.sans.org/reading-room/whitepapers/recovery/disaster-recovery-plan-1164",Yes,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,157,DRPL-11,3.02-FULL-DRPL-11,Disaster Recovery Plan,Are all components of the DRP reviewed at least annually and updated as needed to reflect change?, ,State plans to implement annual (at a minimum) testing of your DRP.,Summarize your DRP review and update processes and/or procedures.,,,"Testing a DRP is an important action that improves the efficiency and accuracy of a vendor's recovery plans. Vague responses to this question should be met with concern and appropriate follow-up, based on your institutions risk tolerance.","If the vendor does not have a DRP, point them to https://www.sans.org/reading-room/whitepapers/recovery/disaster-recovery-plan-1164",Yes,,FALSE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,158,FIDP-01,3.02-FULL-FIDP-01,"Firewalls, IDS, IPS, and Networking",Are you utilizing a stateful packet inspection (SPI) firewall?, ,Describe any plans to implement a SPI firewall.,Describe the currently implemented SPI firewall.,,,"The use case, vendor infrastructure, and types of services offered will greatly affect the need for various firewalling devices. The focus of this question is integrity, ensuring that the systems hosting institutional data are limited in need-only communications. The use of a WAF is important in systems in which a vendor has limited access to the to code infrastructure. ","If a vendors states that they outsource their code development and do not run a WAF, there is elevated reason for concern. Verify how code is tested, monitored, and controlled in production environments.",Yes,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,159,FIDP-02,3.02-FULL-FIDP-02,"Firewalls, IDS, IPS, and Networking",Is authority for firewall change approval documented?  Please list approver names or titles in Additional Info, ,Describe how firewall changes are approved.,List approver names or titles.,,,"Modifications to firewall rulesets can have significant repercussions. To ensure the integrity of the ruleset, this question targets the individual (or responsible party) for changes and the reasoning behind their authority. ","Ensure that a separation of duties exists in network security configurations. Pay close attention to responsibility overlap in small organizations, where staff often fill multiple roles.",Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,160,FIDP-03,3.02-FULL-FIDP-03,"Firewalls, IDS, IPS, and Networking",Do you have a documented policy for firewall change requests?, ,Describe your plans to implement a documented policy for firewall change requests.,Describe your documented firewall change request policy.,,,"In the context of the CIA triad, this question is focused on system integrity, ensuring that system changes are only executed by authorized users. Any change to a verified, known, secure environment should be carefully evaluated by stakeholders in a structured manner.",Follow-up inquiries for firewall change requests will be institution/implementation specific.,Yes,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,161,FIDP-04,3.02-FULL-FIDP-04,"Firewalls, IDS, IPS, and Networking",Have you implemented an Intrusion Detection System (network-based)?, ,Describe your plan to implement a Intrusion Detection System in your environment.,Describe the currently implemented IDS.,,,"It is important to have detective capabilities in an information system to protect institutional data. Somewhat expected in information systems, vendors without IDSs implemented should raise concerns. Compensating controls need future evaluation, if provided by the vendor.","A security program with limited resources for event detection is not effective. Inquiries should include training for staff, reasoning behind not using IDS technologies, and how systems are monitored. Additional questions about a SIEM and other tool may be appropriate.",Yes,,TRUE,25,-,-,-,-,-,-,-,-
3.02,-FULL-,162,FIDP-05,3.02-FULL-FIDP-05,"Firewalls, IDS, IPS, and Networking",Have you implemented an Intrusion Prevention System (network-based)?, ,Describe your plan to implement a Intrusion Prevention System in your environment.,Describe the currently implemented IPS.,,,"It is important to have preventive capabilities in an information system to protect institutional data. Somewhat expected in information systems, vendors without IPSs implemented should raise concerns. Compensating controls need future evaluation, if provided by the vendor.","A security program with limited resources for active prevent is inefficient. Inquiries should include training for staff, reasoning behind not using IPS technologies, and how systems are actively protected and how malicious activity is stopped. ",Yes,,FALSE,20,-,-,-,-,-,-,-,-
3.02,-FULL-,163,FIDP-06,3.02-FULL-FIDP-06,"Firewalls, IDS, IPS, and Networking",Do you employ host-based intrusion detection?, ,Describe your plan to implement host-based Intrusion Detection System capabilities in your environment.,Describe the currently implemented host-based IDS solution(s).,,,"It is important to have detective capabilities in an information system to protect institutional data. Somewhat expected in information systems, vendors without IDSs implemented should raise concerns. Compensating controls need future evaluation, if provided by the vendor.",Ask the vendor to summarize why host-based intrusion detection tools are not implemented in their environment. What compensating controls are in place to detect configuration changes and/or failures of integrity?,Yes,,TRUE,25,-,-,-,-,-,-,-,-
